Date,Close,High,Low,Open,Volume,simple_return_o2c,log_return_o2c,squared_return,abs_return
2014-02-26,6238.799805,6245.950195,6202.100098,6202.450195,181700,0.0058605242859188,0.005843418214625,3.4145536431011216e-05,0.005843418214625
2014-02-28,6276.950195,6282.700195,6228.100098,6228.450195,180600,0.0077868488117531,0.0077566877763122,6.0166205259191106e-05,0.0077566877763122
2014-03-03,6221.450195,6277.75,6212.25,6264.350098,144600,-0.0068482607659007,-0.0068718177146807,4.7221878703799475e-05,0.0068718177146807
2014-03-04,6297.950195,6302.149902,6215.700195,6216.75,166800,0.0130615184783047,0.0129769524239031,0.00016840129421224454,0.0129769524239031
2014-03-05,6328.649902,6336.25,6287.799805,6328.450195,160300,3.1557015358618656e-05,3.155651744648454e-05,9.958137933502831e-10,3.155651744648454e-05
2014-03-06,6401.149902,6406.600098,6339.700195,6344.75,180700,0.0088892236888766,0.0088499471271356,7.832156415309564e-05,0.0088499471271356
2014-03-07,6526.649902,6537.799805,6413.549805,6413.950195,284900,0.017571029330389,0.0174184435938832,0.00030340217723329063,0.0174184435938832
2014-03-10,6537.25,6562.200195,6487.350098,6491.700195,242100,0.0070166217834708,0.006992119839991,4.888973985679577e-05,0.006992119839991
2014-03-11,6511.899902,6562.850098,6494.25,6537.350098,239000,-0.0038930446768922,-0.0039006423003224,1.5215010355064424e-05,0.0039006423003224
2014-03-12,6516.899902,6546.149902,6487.299805,6497.5,175000,0.0029857486725664,0.0029813001775243,8.888150748506423e-06,0.0029813001775243
2014-03-13,6493.100098,6561.450195,6476.649902,6491.75,167900,0.0002079713482496,0.0002079497252067,4.324308821354204e-08,0.0002079497252067
2014-03-14,6504.200195,6518.450195,6432.700195,6447.25,177300,0.0088332537128232,0.0087944687581383,7.734268073787062e-05,0.0087944687581383
2014-03-18,6516.649902,6574.950195,6497.649902,6532.450195,179300,-0.0024187391450904,-0.002421669019972,5.864480842292148e-06,0.002421669019972
2014-03-19,6524.049805,6541.200195,6506.0,6530.0,172500,-0.0009112090352221,-0.0009116244385404,8.310591169440996e-07,0.0009116244385404
2014-03-20,6483.100098,6523.649902,6473.25,6508.350098,142000,-0.0038796314918214,-0.0038871767837013,1.5110143347746384e-05,0.0038871767837013
2014-03-21,6493.200195,6522.899902,6485.700195,6515.200195,189900,-0.0033767189559091,-0.0033824329379966,1.1440852580044311e-05,0.0033824329379966
2014-03-24,6583.5,6591.5,6510.5,6510.5,158400,0.011212656477997,0.0111502606276153,0.00012432831206374796,0.0111502606276153
2014-03-25,6589.75,6595.549805,6544.850098,6550.100098,168100,0.0060533276448868,0.0060350798599516,3.642218891599342e-05,0.0060350798599516
2014-03-26,6601.399902,6627.450195,6580.600098,6615.649902,186600,-0.002153983389552,-0.0021563065484032,4.649657930686523e-06,0.0021563065484032
2014-03-27,6641.75,6673.950195,6599.5,6613.100098,312400,0.0043322952284761,0.0043229378537082,1.868779168702326e-05,0.0043229378537082
2014-03-28,6695.899902,6702.600098,6643.799805,6673.049805,184800,0.0034242359442424,0.0034183865975669,1.1685366930425006e-05,0.0034183865975669
2014-03-31,6704.200195,6730.049805,6662.399902,6723.149902,220600,-0.0028185757087406,-0.0028225553730027,7.96681883366641e-06,0.0028225553730027
2014-04-01,6721.049805,6732.25,6675.450195,6729.5,177800,-0.0012556943309309,-0.0012564833756591,1.578750473307687e-06,0.0012564833756591
2014-04-02,6752.549805,6763.5,6723.600098,6757.600098,173300,-0.00074735008387,-0.0007476294891617,5.589498530641844e-07,0.0007476294891617
2014-04-03,6736.100098,6776.75,6696.899902,6772.049805,197500,-0.005308541436517,-0.0053226818079747,2.8330941628944825e-05,0.0053226818079747
2014-04-04,6694.350098,6741.850098,6685.149902,6741.850098,155100,-0.0070455437764911,-0.0070704808190912,4.999169901313657e-05,0.0070704808190912
2014-04-07,6695.049805,6725.149902,6650.399902,6694.25,133900,0.0001194764163274,0.0001194692795888,1.4272908765466866e-08,0.0001194692795888
